title,title_orig,price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,origin_country,product_url,product_picture,product_id,Quantité_limitée,Reduction_achats_gros,price_eur,retail_price_eur
t_shirt,2019 Summer Fashion Women Sleeveless Lace Tank Top Spaghetti Strap Tops Casual Tank Top V Neck Shirt Plus Size,7.0,6,USD,1000,0,3.19,245,77.0,44.0,39.0,19.0,66.0,0,0,0,0,"Summer,strappytop,Plus Size,Lace,Shirt,Plus size top,tank top,Women's Fashion,Fashion,sleeveless tops,Casual T-Shirt,Spaghetti,summer tops,Women,lace trim,spaghetti strap top,Tank,Necks,Tops,Casual,Cami Tank Tops,sleeveless,deep v neck top,Loose tank tops",Green,M,50,Livraison standard,2,0,43,50,China,https://www.wish.com/c/5cd8e61e943cd76a7c2d0be0,https://contestimg.wish.com/api/webimage/5cd8e61e943cd76a7c2d0be0-medium.jpg,5cd8e61e943cd76a7c2d0be0,0,0,6.38220277169949,5.470459518599562
t_shirt,3 Colors Fashion Summer Women Sexy Sleeveless Crop Top Cotton Letter Print Sports Bra Top Ladies Casual Vest Tops,8.0,17,EUR,1000,1,3.93,426,216.0,77.0,60.0,34.0,39.0,0,0,0,0,"vesttop,Summer,Vest,Sports Bra,crop top,letter print,Cotton,Tops,cottontop,Ladies,Women's Fashion,Fashion,Sport,printed,sexy,Print,sleeveless,Women,Casual,Bras,sportstop",Black,M,50,Livraison standard,2,0,41,50,China,https://www.wish.com/c/5c30694985fe9b55be100665,https://contestimg.wish.com/api/webimage/5c30694985fe9b55be100665-medium.jpg,5c30694985fe9b55be100665,0,0,8.0,17.0
t_shirt,2020 New  Women Summer Fashion O-neck Sleeveless Stripes Printing Slim Fit Casual Cotton Tank Tops,8.0,7,USD,10,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,"Summer,Slim  Fitting,Tank,summer tank top,Tops,slim,tank top,Slim Fit,Women's Fashion,Fashion,Stripes,sleeveless,Cotton,Casual,Women Fashion,Women",Grey,M,50,Livraison standard,3,0,10,50,China,https://www.wish.com/c/5eccb8aa18e87d64f13e012c,https://contestimg.wish.com/api/webimage/5eccb8aa18e87d64f13e012c-medium.jpg,5eccb8aa18e87d64f13e012c,0,0,7.293946024799417,6.38220277169949
pantalon, Summer Students Style Bodycon Rompers Womens Slim Fit Jumpsuit Chest Zipper Contrast Color Short Sleeve V-neck Shorts Bodysuit,11.0,10,CHF,20000,0,4.32,3648,2418.0,548.0,327.0,126.0,229.0,1,0,1,0,"sleeve v-neck,Summer,Shorts,Sleeve,zippers,studentsstyle,slim,short sleeves,V-neck,bodycon,Summer Fashion,contrastcolor,Body Suit,women Jumpsuit,jumpsuit,Slim Fit",Black,XL,1,Livraison standard,2,0,39,1,China,https://www.wish.com/c/5b0cb6869019fa04b1e83f3f,https://contestimg.wish.com/api/webimage/5b0cb6869019fa04b1e83f3f-medium.jpg,5b0cb6869019fa04b1e83f3f,0,0,11.426197153838164,10.387451958034696
pantalon,Women Summer Fashion Cotton Overalls Sleeveless Casual Jumpsuits,11.0,30,AUD,1,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,"Summer,Fashion,Cotton,Casual pants,rompersforwomen,Overalls,Women's Fashion,summerpant,overallsforwomen,sleeveless,Women,women Jumpsuit,Casual,jumpsuit",Green,XS,10,Livraison standard,2,0,33,50,China,https://www.wish.com/c/5ebfdd5bebac37702b0b207b,https://contestimg.wish.com/api/webimage/5ebfdd5bebac37702b0b207b-medium.jpg,5ebfdd5bebac37702b0b207b,0,0,6.555813814887658,17.879492222420886
t_shirt,2020 Plus Size Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Bohemia Printed Cotton Beach T Shirt,3.7,47,CHF,100,1,3.18,11,4.0,1.0,1.0,3.0,2.0,0,0,0,0,"bohemia,Summer,Plus Size,Loose,tank top,Women's Fashion,Fashion,sleeveless tops,Summer Fashion,Casual,Cotton,blouse,beachtshirt,Tank,Shirt,Tops,boho,women shirt,sleeveless,Women,Beach,printed",Pink,XXS,9,Livraison standard,1,0,38,50,China,https://www.wish.com/c/5ea914e163d59930cccc879c,https://contestimg.wish.com/api/webimage/5ea914e163d59930cccc879c-medium.jpg,5ea914e163d59930cccc879c,0,0,3.843357224472837,48.82102420276306
robe,Women's Fashion Pure Color Dress Round Neck Casual Dress Sleeveless Summer Dresses for Women,14.0,12,CHF,5000,1,3.75,1892,780.0,431.0,317.0,147.0,217.0,0,0,0,0,"Summer,dressesforwomen,irregulardres,Necks,Dresses,Dress,Party Dress,Casual,Round neck,Women's Fashion,Sleeveless dress,Pure Color,Sexy Dress,sleeveless,Women,Fashion,Bodycon Dress,casual dress",Black,M,48,Livraison standard,3,0,37,50,China,https://www.wish.com/c/5b5c11f425298226bf0cfad6,https://contestimg.wish.com/api/webimage/5b5c11f425298226bf0cfad6-medium.jpg,5b5c11f425298226bf0cfad6,0,0,14.542432741248572,12.464942349641634
robe,Boho Style Women Spaghetti Strap Halter Summer Long Dress Floral Print Side Slit Beach Dress ,11.0,10,CHF,5000,1,4.26,1273,735.0,295.0,134.0,55.0,54.0,1,0,1,0,"Women's Fashion,Summer,halter dress,Halter,long dress,Evening Dress,Dress,Spaghetti Strap,boho,Floral print,Print,beach dress,bohemian,print dress,Floral,maxi dress,Beach,Spaghetti,Women",Other,XS,50,Livraison standard,2,0,38,50,China,https://www.wish.com/c/5ac31900e114ef38d7fb09dc,https://contestimg.wish.com/api/webimage/5ac31900e114ef38d7fb09dc-medium.jpg,5ac31900e114ef38d7fb09dc,1,0,11.426197153838164,10.387451958034696
robe,Summer Women Boho Maxi Polka Dot Dress Cocktail Party Evening Beach Dress ZM,18.0,16,GBP,1000,1,3.63,477,181.0,112.0,75.0,43.0,66.0,1,0,0,1,"Women's Fashion,dressforwomen,Cocktail,Summer,Dresses,Dress,summer dress,Polkas,boho,beach dress,Party Dress,party,women dress,Beach,polka dot,Women",Yellow,S,50,Livraison standard,5,0,27,50,China,https://www.wish.com/c/5cf611aee7e9e650150d59f9,https://contestimg.wish.com/api/webimage/5cf611aee7e9e650150d59f9-medium.jpg,5cf611aee7e9e650150d59f9,1,0,20.88651659317707,18.565792527268503
robe,Women Lace Floral White Long Maxi Dress Boho Cardigan Jacket Coat Kimono Kaftan,12.0,118,USD,20000,1,4.29,4266,2611.0,850.0,449.0,145.0,211.0,1,0,1,0,"Sheer,cardigan,Lace,Long Coat,Long Sleeve,Coat,Dress,Women's Fashion,Hollow,Jacket,boho,Fashion,kaftandresse,Floral,white,Women,kimono",Black,S,50,Livraison standard,3,0,38,50,China,https://www.wish.com/c/56a88f23e726b165ec424c94,https://contestimg.wish.com/api/webimage/56a88f23e726b165ec424c94-medium.jpg,56a88f23e726b165ec424c94,0,0,10.940919037199125,107.5857038657914
other,2020 New Arrival Women Spring and Summer Beach Wear Long Thin Cardigan Open Front Kimono Green Leaf Printed Chiffon Cardigan S-5XL,14.0,43,GBP,1000,1,4.05,167,93.0,32.0,18.0,5.0,19.0,0,0,0,0,"Summer,kimonosforwomen,women beachwear,chiffon,Spring,summercardigan,openfront,short sleeves,Women's Fashion,kimono,Green,printed,Women,longcardigan,Beach,kimonocardigan,Cover Ups,leaf",Brown,S,50,Livraison standard,3,0,43,50,China,https://www.wish.com/c/5df202bb707508021388614a,https://contestimg.wish.com/api/webimage/5df202bb707508021388614a-medium.jpg,5df202bb707508021388614a,0,0,16.245068461359942,49.89556741703411
pantalon,Women Fashion's Lace Sexy Elastic Yoga Shorts Summer Casual Sport Gym Leggings Workout Skinny Short Pants,8.0,75,CHF,50,0,4.33,3,1.0,2.0,0.0,0.0,0.0,0,0,0,0,"runningshort,Leggings,Shorts,Yoga,Lace,Elastic,Summer,pants,Bottom,Short pants,gymshort,Women's Fashion,Women,sexy,shortsforwomen,Sport,Casual,leggingforwomen",Black,S,50,Livraison standard,3,0,41,50,China,https://www.wish.com/c/5ea90d795a7b8a3ab73de10d,https://contestimg.wish.com/api/webimage/5ea90d795a7b8a3ab73de10d-medium.jpg,5ea90d795a7b8a3ab73de10d,0,0,8.309961566427756,77.9058896852602
shoes,Men's Low Cut Socks Shallow Invisible Socks Spring and Summer Short Socks Pure Cotton Breathable Socks Medias Femininas Socks for Men,1.77,2,USD,10000,1,4.03,510,267.0,103.0,67.0,35.0,38.0,0,0,0,0,"Summer,Shorts,Breathable,Spring,Men,Socks,Men's Fashion,low,pure,Invisible,Cotton",White,Other,50,Livraison standard,1,0,45,50,China,https://www.wish.com/c/5e75b2e213e56742f2907368,https://contestimg.wish.com/api/webimage/5e75b2e213e56742f2907368-medium.jpg,5e75b2e213e56742f2907368,0,0,1.613785557986871,1.8234865061998544
t_shirt,Summer Crop Top Women Tank Tops Halter Vest Casual Camisole Croped Shirt Women Tops,3.73,9,GBP,5000,0,4.14,856,475.0,171.0,112.0,49.0,49.0,0,0,0,0,"Summer,Underwear,Fashion,Tank,Shirt,Corset,pants,Home & Living,Tops,Women's Fashion,Vest,Halter,lace lingerie,Sleepwear,sexy,Casual,Bras,Women",Grey,S,50,Livraison standard,1,0,44,50,China,https://www.wish.com/c/5b03c5328b3f0e17fcf0faf1,https://contestimg.wish.com/api/webimage/5b03c5328b3f0e17fcf0faf1-medium.jpg,5b03c5328b3f0e17fcf0faf1,0,0,4.32815038291947,10.443258296588535
t_shirt,Joe Exotic Tiger King Print Women Summer O-neck Short Sleeve T-Shirt Casual Graphic Tees Plus Size,8.0,22,GBP,100,0,3.92,12,7.0,1.0,2.0,0.0,2.0,0,0,0,0,"Exotic,Summer,Plus Size,Sleeve,King,graphic tee,Tiger,short sleeves,joeexotic,Casual,T Shirts,Shorts,women shirt,Print,Women's Fashion,tigerking,Women",Black,S,47,Livraison standard,2,0,43,50,China,https://www.wish.com/c/5e8eb0f1ac17f03b1d4c585d,https://contestimg.wish.com/api/webimage/5e8eb0f1ac17f03b1d4c585d-medium.jpg,5e8eb0f1ac17f03b1d4c585d,1,0,9.282896263634251,25.527964724994195
short,Men Fashion Plus Size S-3XL Denim Shorts Men Summer Autumn Fashion Vintage Style Jeans,18.0,27,GBP,5000,1,4.09,1903,994.0,449.0,234.0,85.0,141.0,0,0,0,0,"men jeans,Shorts,Summer,Vintage,Denim,Men,casualstyle,loosejean,Men's Fashion,Plus Size,Denim Shorts,Men Shorts,Summer Fashion,oldschool,vintagejean,Fashion,Jeans,shortjean",Blue,M,50,Livraison standard,5,0,42,50,China,https://www.wish.com/c/5b88da661a62df412262441f,https://contestimg.wish.com/api/webimage/5b88da661a62df412262441f-medium.jpg,5b88da661a62df412262441f,0,0,20.88651659317707,31.32977488976561
t_shirt,Women's Summer Sleeveless Blouses Casual Sling Stitching Print Camisole Tank Tops Printed Shirts Large Size Loose Vest,4.0,4,AUD,100,1,4.07,46,23.0,12.0,6.0,1.0,4.0,0,0,0,0,"blouse,Summer,Vest,Tank,Shirt,Tops,Loose,Women's Fashion,printed,Tops & T-Shirts,Print,sleeveless,Casual",Yellow,S,50,Livraison standard,1,0,48,50,China,https://www.wish.com/c/5ebbd192c1b69c3de34286cc,https://contestimg.wish.com/api/webimage/5ebbd192c1b69c3de34286cc-medium.jpg,5ebbd192c1b69c3de34286cc,0,0,2.3839322963227847,2.3839322963227847
t_shirt,4 Color New Arrival Women's Fashion Casual Sexy Vest Summer Fashion Solid Color Spaghetti Strap Halter Tank Top O-neck Cotton Leisure Brief Sexy Slim Fit Top Plus Size Pure Color Vest Tank Top Tunic Top Backless Top,5.68,7,USD,10000,0,3.89,1232,588.0,250.0,188.0,81.0,125.0,0,0,0,0,"Women Vest,Vest,Plus Size,tunic top,Summer,Slim Fit,Tops,casual shirt,Pure Color,Women's Fashion,Fashion,tank top,sexy,Tank,slim,Casual,Cotton,tunic,Halter,Spaghetti,sexy shirts,haltershirt,Cotton Vest,backless,women tank top,solid color,summer shirt",Blue,XXXL,50,Livraison standard,1,0,41,50,China,https://www.wish.com/c/5c40402ec4dae35993974402,https://contestimg.wish.com/api/webimage/5c40402ec4dae35993974402-medium.jpg,5c40402ec4dae35993974402,0,0,5.178701677607585,6.38220277169949
pantalon,New Women Ladies Fashion Summer Skinny High Wasist Washed Short Jeans Pants,14.0,12,USD,5000,1,4.06,643,365.0,109.0,73.0,33.0,63.0,0,0,0,0,"Women Pants,womens jeans,Shorts,Ladies Fashion,Hot pants,pants,Short pants,Women's Fashion,skinnyshort,summerpant,Fashion,Summer,Denim Shorts,solid color,sexy,Jeans,Ladies,Women Fashion,Women",Blue,XXS,2,Livraison standard,3,0,43,50,China,https://www.wish.com/c/5c80e8a150c63d28c67b8f14,https://contestimg.wish.com/api/webimage/5c80e8a150c63d28c67b8f14-medium.jpg,5c80e8a150c63d28c67b8f14,1,0,12.76440554339898,10.940919037199125
veste,Fabric Waist Trainer Vest Hot Shaper Summer Shaperwear Slimming Adjustable Sweat Belt Body Shaper,1.75,6,USD,50,1,3.0,2,0.0,1.0,0.0,1.0,0.0,0,0,0,0,"slimming,wasitcincher,Fashion,waistgirdle,slimmingcorset,Corset,Summer,Waist,waist trainer,Fashion Accessory,Vest,shaperwear,belt",Black,XXS,1,Livraison standard,1,0,35,50,China,https://www.wish.com/c/5edf3082e066d71501a40c73,https://contestimg.wish.com/api/webimage/5edf3082e066d71501a40c73-medium.jpg,5edf3082e066d71501a40c73,0,0,1.5955506929248724,5.470459518599562
pantalon,2020 NEW Women's Fashion Floral Print Harem Pants 7 Colors Wide Leg Long Pants Palazzo Trousers Yoga Pants Women Casual Trousers Spring Summer Plus Size,14.0,84,GBP,100,1,4.13,60,35.0,10.0,7.0,4.0,4.0,0,0,0,0,"Summer,harem,Plus Size,Spring/Autumn,Casual pants,pants,Spring,Long pants,Women's Fashion,Fashion,loosepant,Floral,Floral print,Casual,trousers,Women,Wool,cottonpant,harem pants,women trousers,Print,Yoga",White,S,2,Livraison standard,3,0,43,50,China,https://www.wish.com/c/5e670a1bfdfc802659966971,https://contestimg.wish.com/api/webimage/5e670a1bfdfc802659966971-medium.jpg,5e670a1bfdfc802659966971,0,0,16.245068461359942,97.47041076815964
pantalon,Summer Men's Fashion Short Pants Trousers Loose Shorts for Men,8.0,7,AUD,1000,1,2.75,127,29.0,17.0,19.0,17.0,45.0,0,0,0,0,"Summer,Shorts,Men's Fashion,pants,beachpant,Short pants,mens Trousers,Cargo pants,pantsformen,Fashion,Men's pants,trousersformen,Men Shorts,trousers,Men",Red,XXS,5,Livraison standard,3,0,25,50,China,https://www.wish.com/c/5e8c22c6e4ca5f4a4e5b2bbe,https://contestimg.wish.com/api/webimage/5e8c22c6e4ca5f4a4e5b2bbe-medium.jpg,5e8c22c6e4ca5f4a4e5b2bbe,0,0,4.767864592645569,4.171881518564874
t_shirt,Women Summer LOVE Printed Sleeveless Tank Top T-shirt,6.0,9,GBP,10000,0,4.04,2211,1123.0,468.0,354.0,117.0,149.0,0,0,0,0,"Summer,Fashion,crop top,Love,Tank,Tops,summer t-shirts,short sleeves,tank top,Crewneck,women t shirt,Casual T-Shirt,Ladies,sleeveless,Women,Women's Fashion,T Shirts,printed",Pink,S,50,Livraison standard,2,0,41,50,China,https://www.wish.com/c/5b0927944d25b81c6083a63f,https://contestimg.wish.com/api/webimage/5b0927944d25b81c6083a63f-medium.jpg,5b0927944d25b81c6083a63f,0,0,6.96217219772569,10.443258296588535
robe,Women Loose Casual Printed V Neck Long Dress Plus Size  Wave Point Dress Summer Dress,5.89,5,USD,5000,0,3.25,392,127.0,65.0,69.0,40.0,91.0,0,0,0,0,"Summer,Plus Size,summer dress,Necks,long dress,Dress,Loose,V-neck,Women's Fashion,printed,wavepoint,Casual,Women",Red,XS,2,Livraison standard,2,0,24,50,China,https://www.wish.com/c/5e943811e6cd6f1680c64414,https://contestimg.wish.com/api/webimage/5e943811e6cd6f1680c64414-medium.jpg,5e943811e6cd6f1680c64414,0,0,5.37016776075857,4.558716265499635
t_shirt,Sexy Womens Padded Bra Tops V Neck Camisole Straps Push Up Bra Vest Tank,5.0,5,AUD,1000,1,3.77,435,191.0,87.0,69.0,41.0,47.0,0,0,0,0,"tank top women,Vest,bra top,Necks,vesttank,Women Vest,Tank,Tops,strap,padded,Women's Fashion,sexy,crop top,vneckcamisole",White,M,50,Livraison standard,1,0,39,50,China,https://www.wish.com/c/5cabfcdc32227053f6254ee6,https://contestimg.wish.com/api/webimage/5cabfcdc32227053f6254ee6-medium.jpg,5cabfcdc32227053f6254ee6,0,0,2.979915370403481,2.979915370403481
t_shirt,Summer Crop Top Women Tank Tops Halter Vest Casual Camisole Croped Shirt Women Tops ,2.71,3,USD,20000,0,4.03,7022,3502.0,1523.0,1145.0,416.0,436.0,0,0,0,0,"Summer,Vest,Fashion,Tank,camisole,Halter,Tops,crops,Women's Fashion,tank top,Ladies,sexy,Women,Casual,Shirt",Grey,S,50,Livraison standard,1,0,38,50,China,https://www.wish.com/c/586f25ca9365e96fd0d1c09f,https://contestimg.wish.com/api/webimage/586f25ca9365e96fd0d1c09f-medium.jpg,586f25ca9365e96fd0d1c09f,1,0,2.4708242159008025,2.735229759299781
other,2020 New Upgrade 170/150/100/30CM Inflatable Spray Water Cushion Summer Kids Play Water Mat Lawn Games Pad Sprinkler Play Toys Outdoor Tub Swiming Pool,11.0,10,AUD,100,0,5.0,3,3.0,0.0,0.0,0.0,0.0,0,0,0,0,"Summer,children39stoy,Outdoor,summerswimming,swimmingpoolspraypad,Children's Toys,Inflatable,summertool,water,Sprays,Toy,inflatablepool,pool,Cushions,Tub,Sport & Outdoor,outdoorpool,swimming pool supplies,kids",Blue,Other,3,Livraison standard,2,0,42,50,China,https://www.wish.com/c/5ed3bc0f48c418059f206943,https://contestimg.wish.com/api/webimage/5ed3bc0f48c418059f206943-medium.jpg,5ed3bc0f48c418059f206943,0,0,6.555813814887658,5.959830740806962
short,Women Fashion High Waist Denim Shorts Stretch Skinny Short Jeans Summer Casual Shorts Plus Size,16.0,14,GBP,100,0,4.1,10,6.0,1.0,2.0,0.0,1.0,0,0,0,0,"Blues,Summer,Shorts,high waist,pants,casualshort,Waist,Women's Fashion,skinnyshort,women shorts,Plus Size,Denim Shorts,Denim pants,Jeans,Women,Fashion,trousers,Women Fashion,stretch",Blue,S,50,Livraison standard,4,0,44,50,China,https://www.wish.com/c/5e1e7173813e9901fe03beb9,https://contestimg.wish.com/api/webimage/5e1e7173813e9901fe03beb9-medium.jpg,5e1e7173813e9901fe03beb9,0,0,18.565792527268503,16.245068461359942
t_shirt,Womens Floral Print Cold Shoulder Ruffled Summer Short Sleeve Flowy Blouse Plus Size Sexy Tops,7.0,26,EUR,5000,0,4.01,542,283.0,111.0,69.0,29.0,50.0,0,0,0,0,"blouse,Summer,off shoulder top,Plus Size,Floral print,ruffled,Sleeve,Tops,sexyblouse,short sleeves,Print,Women's Fashion,Shorts,Tops & T-Shirts,Floral,sexy,Fashion",White,S,50,Livraison standard,2,0,37,50,China,https://www.wish.com/c/5cee1ddd050d347f75e6668e,https://contestimg.wish.com/api/webimage/5cee1ddd050d347f75e6668e-medium.jpg,5cee1ddd050d347f75e6668e,0,0,7.0,26.0
pantalon,Women Summer Elegant Floral Print Sleeveless Deep V Neck Casual Print Jumpsuit Summer Romper Women Jumpsuit,4.0,4,EUR,50,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,"Summer,Plus Size,Floral print,summerjumpsuit,Rompers,Women,Necks,Casual,Elegant,Women's Fashion,offshoulderjumpsuit,sleevelessjumpsuit,Print,sleeveless,printjumpsuit,women Jumpsuit,Causal,Floral,jumpsuit",Blue,XS,20,Livraison standard,1,0,44,50,China,https://www.wish.com/c/5ed9de39b6befd33de8dd908,https://contestimg.wish.com/api/webimage/5ed9de39b6befd33de8dd908-medium.jpg,5ed9de39b6befd33de8dd908,1,0,4.0,4.0
t_shirt,Women's Fashion Summer Casual Short Sleeve Round Neck Printed Not Today Letter T-shirt Cute Funny Printing Cotton Shirt Tops,6.0,6,USD,100,1,3.13,8,3.0,1.0,1.0,0.0,3.0,0,0,0,0,"Summer,Fashion,Necks,Printed Tee,Funny,printed shirts,summer t-shirts,T Shirts,Casual,Round neck,Women's Fashion,women shirt,printed,loose t-shirt,Women,Tops,Cotton",Pink,S,50,Livraison standard,2,0,41,50,China,https://www.wish.com/c/5e69cad1c01db73c10b938e7,https://contestimg.wish.com/api/webimage/5e69cad1c01db73c10b938e7-medium.jpg,5e69cad1c01db73c10b938e7,0,0,5.470459518599562,5.470459518599562
t_shirt,Vintage Kawaii Harajuku T Shirt Women Ullzang Cute 90S summer T-shirt Funny Cartoon Graphic Tshirt 90s Fashion  Tees Female,8.0,17,AUD,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,"90sfashion,Summer,Fashion,Princess,cute,Kawaii,Shirt,comfy,Leisure,short sleeves,Funny,Women's Fashion,women t shirt,Vintage,Cartoons,Women,Harajuku,Casual,T Shirts,Cotton",White,S,50,Livraison standard,3,0,48,50,China,https://www.wish.com/c/5ec48b4f504db2c516aad131,https://contestimg.wish.com/api/webimage/5ec48b4f504db2c516aad131-medium.jpg,5ec48b4f504db2c516aad131,1,0,4.767864592645569,10.131712259371836
t_shirt,New Women's Fashion Summer O-neck Cotton T-shirt Loose Printed Blouse Casual Short Sleeve Tops Ladies Fashion Plus Size Shirt,4.0,4,USD,100,1,4.24,41,25.0,6.0,7.0,1.0,2.0,1,0,1,0,"blouse,Summer,Plus Size,Cotton,Shirt,Sleeve,Tops,slim,short sleeves,Women's Fashion,Shorts,printed,Ladies,o-neck,Fashion,Casual,T Shirts,Ladies Fashion",Red,S,50,Livraison standard,1,0,50,50,China,https://www.wish.com/c/5e8d7de13fe07502b8f48c70,https://contestimg.wish.com/api/webimage/5e8d7de13fe07502b8f48c70-medium.jpg,5e8d7de13fe07502b8f48c70,0,0,3.646973012399709,3.646973012399709
bain,Womens Stripes Lined Up Double Up Tankini Top Swimwear(Plus Size),11.0,20,AUD,10000,0,3.92,2841,1352.0,636.0,397.0,185.0,271.0,0,0,0,0,"strapless,Fashion,Plus Size Swimwear,sexyplussizetankini,Tops,Women's Fashion,Swimsuit,Tankinis,Bikini,Stripes,sexy tankini",Blue,S,16,Livraison standard,3,0,41,50,China,https://www.wish.com/c/5b1b4f77b1e26e24b3058773,https://contestimg.wish.com/api/webimage/5b1b4f77b1e26e24b3058773-medium.jpg,5b1b4f77b1e26e24b3058773,1,0,6.555813814887658,11.919661481613923
short,7 Colors Women Summer Fashion Bikini Set Floral Print High Waist Swimsuit Casual Sexy Crop Tops + Shorts Two Piece Set Bathing Suit Swimwear Beach Wear Halter Tankinis Plus Size,12.0,59,EUR,5000,0,3.47,371,137.0,64.0,69.0,40.0,61.0,0,0,0,0,"Summer,Plus Size,Halter,Women's Fashion,Shorts,BikiniWomen,Floral,sexy,Swimsuit,Casual,Waist,Bikinis Set,Floral print,high waist,women swimsuit,Beach,Tops,Swimwear,Two piece set,Bikini,Suits,Print,sleeveless,Women,Fashion,Swimming",White,S,50,Standard Shipping,3,0,41,50,China,https://www.wish.com/c/5e1441859fe5367b00bb3b54,https://contestimg.wish.com/api/webimage/5e1441859fe5367b00bb3b54-medium.jpg,5e1441859fe5367b00bb3b54,0,0,12.0,59.0
pantalon,Women Summer Casual Loose Solid Color Vintage Overalls Strap Long Pants Jumpsuits Rompers Plus Size,11.0,11,USD,1000,0,2.99,228,59.0,38.0,36.0,32.0,63.0,0,0,0,0,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit",Red,S,50,Livraison standard,2,0,17,50,China,https://www.wish.com/c/5d410e4a11512c51311ad3d3,https://contestimg.wish.com/api/webimage/5d410e4a11512c51311ad3d3-medium.jpg,5d410e4a11512c51311ad3d3,0,0,10.029175784099198,10.029175784099198
t_shirt,XS-8XL Women Faashion Summer V-neck Sleeveless Tops Loose Pleated Tank Tops Ladies Fashion Swing Flowy Hem Shirs Summer Vest Shirs Tunic Cotton Blouses,1.91,2,USD,10000,0,4.05,697,385.0,125.0,81.0,48.0,58.0,0,0,0,0,"Summer,Vest,Fashion,camisole,tunic top,Pleated,womens top,V-neck,Ladies,Women's Fashion,sleeveless tops,loose t-shirt,tunic,summer tops,Women,blouse,Tank,Ladies Fashion,Tops,Tops & T-Shirts,women tank top,pleatedtop,Casual Tops,Cotton,sleeveless",Blue,XS,2,Livraison standard,1,0,22,50,China,https://www.wish.com/c/5e3e69f009a91d0893974dab,https://contestimg.wish.com/api/webimage/5e3e69f009a91d0893974dab-medium.jpg,5e3e69f009a91d0893974dab,0,0,1.741429613420861,1.8234865061998544
bain,Sexy Thong Cheeky Bottom Women Beachwear Brazilian Bikini Bra Swimwear Bathing S M L XL,5.7,58,GBP,50000,0,3.45,8164,2936.0,1396.0,1547.0,970.0,1315.0,0,0,0,0,"beach wear women,bathing suit,Brazilian Bikini bottom,sexy brazilian bikinis,girlsbowknotbikini,ruched bikini bottom,Thong,sexythongswimwear,Womens swimwear,Swimwear,cheeky bikini bottom,Women's Fashion,brazilian,Bikini,sexy,Women,Bras,Glasses",Black,XL,50,Livraison standard,1,0,45,50,China,https://www.wish.com/c/56553387a03eee0826acb151,https://contestimg.wish.com/api/webimage/56553387a03eee0826acb151-medium.jpg,56553387a03eee0826acb151,0,0,6.614063587839405,67.30099791134833
t_shirt,Summer Sexy Womens Bag Buckle Tank Tops Crop Top Vest,8.0,17,AUD,5000,0,4.47,907,601.0,187.0,84.0,16.0,19.0,1,0,1,0,"Summer,Vest,Fashion,crop top,women crop top,Tank,Buckles,Tops,tank top,Bags,Tops & T-Shirts,Casual Tops,sexy,women top,summer tops,Women Fashion",Black,S,50,Livraison standard,2,0,40,50,China,https://www.wish.com/c/5cc2af5ba1aa1959ad4341b8,https://contestimg.wish.com/api/webimage/5cc2af5ba1aa1959ad4341b8-medium.jpg,5cc2af5ba1aa1959ad4341b8,0,0,4.767864592645569,10.131712259371836
t_shirt,2019 New Women Fashion S-5XL Casual Blouse Women Solid Color One Shoulder Summer Tops Plus Size Sleeveless Women Loose Blouse,9.0,8,EUR,1000,0,3.58,81,29.0,20.0,13.0,7.0,12.0,0,0,0,0,"blouse,Summer,Plus Size,one-shoulder,Tops,Loose,blousesampshirt,Women's Fashion,Fashion,Women Blouse,solid color,sleeveless,women top,Casual,Women",Purple,S,50,Livraison standard,3,0,43,50,China,https://www.wish.com/c/5d68bd0b1b88a17f1aebbc8b,https://contestimg.wish.com/api/webimage/5d68bd0b1b88a17f1aebbc8b-medium.jpg,5d68bd0b1b88a17f1aebbc8b,0,0,9.0,8.0
pantalon,New Women Ladies Fashion Elastic Waist 3/4 Jogging Capri Summer Faith Printed Drawstring Casual Sport Fitness Pants,5.72,9,GBP,100,0,2.5,4,1.0,0.0,0.0,2.0,1.0,0,0,0,0,"Women Pants,capripant,elastic waist,Waist,Elastic,pants,Summer,Fitness,jogging,Ladies Fashion,harem pants,Women's Fashion,trousers,34pant,printed,Ladies,Sport,Fashion,Casual,Women",Grey,XS,5,Standardversand,1,0,33,50,China,https://www.wish.com/c/5eafa3137a265f22445c1482,https://contestimg.wish.com/api/webimage/5eafa3137a265f22445c1482-medium.jpg,5eafa3137a265f22445c1482,0,0,6.63727082849849,10.443258296588535
